ListingNumber,Term,LoanStatus,BorrowerAPR,BorrowerRate,LenderYield,ProsperScore,ListingCategory,BorrowerState,Occupation,EmploymentStatus,AmountDelinquent,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,LoanOriginalAmount,LoanOriginationDate
746543,36,Completed,0.2353,0.1979,0.1879,8,Business,NM,Other,Employed,0,3,53,53,0,0.0,13450.0,14999,2013
673898,60,Current,0.15752,0.1346,0.1246,8,Debt Consolidation,NY,Other,Employed,0,1,10,10,0,0.0,8000.0,12000,2012
443253,36,Completed,0.35874,0.329,0.319,8,Other,AL,Other,Retired,0,1,14,14,0,0.0,1000.0,1364,2010
480144,36,Completed,0.1322,0.111,0.101,8,Home Improvement,NY,Architect,Full-time,0,1,29,29,0,0.0,15000.0,3500,2010
778742,60,Current,0.11695,0.0949,0.0849,10,Vacation,CO,Computer Programmer,Employed,0,4,34,34,0,0.0,6180.0,5500,2013
684149,36,Current,0.17754,0.1414,0.1314,8,Auto,MN,Other,Full-time,0,1,7,6,1,0.0,4000.0,6000,2012
621598,60,Current,0.29464,0.2684,0.2584,5,Debt Consolidation,OH,Other,Employed,0,1,18,15,3,0.0,5000.0,11000,2012
511732,60,Current,0.14657,0.1329,0.1229,8,Business,IN,Pilot - Private/Commercial,Employed,0,1,21,21,0,0.0,6000.0,15000,2011
574505,36,Completed,0.17359,0.1449,0.1349,8,Debt Consolidation,CA,Other,Full-time,0,1,34,34,0,0.0,7000.0,6000,2012
599152,36,Completed,0.26681,0.2287,0.2187,3,Auto,TX,Other,Employed,1432,1,2,2,0,0.0,5000.0,2100,2012
430652,36,Completed,0.32398,0.3002,0.2902,7,Debt Consolidation,VA,Military Enlisted,Full-time,0,1,8,8,0,0.0,1800.0,4000,2009
1152385,36,Current,0.17138,0.135,0.125,10,Vacation,HI,Clerical,Employed,0,1,1,1,0,0.0,5000.0,2000,2014
584497,60,Completed,0.35838,0.3304,0.3204,1,Auto,NY,Analyst,Employed,0,1,3,3,0,0.0,3000.0,4000,2012
428946,36,Chargedoff,0.24414,0.21,0.2,4,Other,CO,Other,Self-employed,0,1,32,32,0,0.0,3500.0,2600,2010
688148,60,Current,0.32321,0.2962,0.2862,7,Debt Consolidation,FL,Waiter/Waitress,Employed,0,1,27,18,9,0.0,15000.0,4000,2013
582373,60,Current,0.16151,0.1385,0.1285,8,Debt Consolidation,AL,Professional,Full-time,0,2,38,38,0,0.0,7500.0,15000,2012
1073900,60,Current,0.21474,0.1905,0.1805,4,Debt Consolidation,VA,Accountant/CPA,Employed,0,1,4,4,0,0.0,15000.0,8500,2013
816881,60,Current,0.17061,0.1474,0.1374,8,Other,NJ,Professional,Employed,1495,1,24,24,0,0.0,7500.0,4000,2013
499584,36,Completed,0.25424,0.2199,0.2099,5,Home Improvement,OH,Engineer - Electrical,Employed,0,1,15,15,0,0.0,5500.0,5800,2011
1061765,36,Current,0.22466,0.1875,0.1775,3,Business,IL,Truck Driver,Self-employed,0,1,10,10,0,0.0,4000.0,15000,2013
951488,36,Current,0.23847,0.201,0.191,3,Debt Consolidation,NY,Nurse (RN),Employed,0,1,12,12,0,0.0,10000.0,10000,2013
729114,36,Current,0.12528,0.0974,0.0874,10,Debt Consolidation,CA,Sales - Retail,Self-employed,0,2,57,57,0,0.0,15500.0,10000,2013
1149970,60,Current,0.16328,0.14,0.13,10,Debt Consolidation,NJ,Executive,Employed,0,2,56,32,24,0.0,9500.0,7500,2014
503545,36,Completed,0.14121,0.1199,0.1099,8,Debt Consolidation,CO,Executive,Full-time,0,1,12,12,0,0.0,18000.0,12000,2011
546907,36,Chargedoff,0.34731,0.3073,0.2973,3,Debt Consolidation,NE,Laborer,Employed,0,1,9,9,0,0.0,3000.0,4000,2011
507915,36,Defaulted,0.34621,0.3099,0.2999,1,Debt Consolidation,CA,Other,Employed,4269,2,48,47,1,0.0,4800.0,6000,2011
731723,60,Current,0.26877,0.2432,0.2332,2,Home Improvement,CA,Other,Employed,0,1,12,12,0,0.0,13000.0,15000,2013
866005,60,Past Due (16-30 days),0.25718,0.2319,0.2219,3,Debt Consolidation,NY,Analyst,Self-employed,0,1,5,5,0,0.0,4000.0,10000,2013
640491,60,Completed,0.28324,0.2573,0.2473,2,Business,IL,Realtor,Self-employed,0,1,12,10,1,1.0,10000.0,11500,2012
576216,60,Current,0.14766,0.1296,0.1196,8,Auto,CA,Other,Employed,0,1,18,18,0,0.0,2000.0,6500,2012
519377,36,Completed,0.34621,0.3099,0.2999,7,Other,NJ,Postal Service,Employed,810,1,6,6,0,0.0,2000.0,7500,2011
646564,36,Current,0.33665,0.2969,0.2869,3,Other,CA,Social Worker,Employed,0,2,31,31,0,0.0,6000.0,4000,2012
457407,36,Completed,0.29588,0.2725,0.2625,7,Business,AL,Administrative Assistant,Full-time,0,2,23,23,0,0.0,7000.0,5000,2010
532438,36,Current,0.18751,0.1656,0.1556,7,Debt Consolidation,KY,Executive,Employed,0,1,32,31,1,0.0,17500.0,15000,2011
747995,36,Chargedoff,0.35356,0.3134,0.3034,4,Business,MI,Professional,Employed,0,1,12,12,0,0.0,15000.0,4000,2013
628409,36,Current,0.14816,0.1199,0.1099,8,Auto,WI,Professional,Employed,1339,1,9,9,0,0.0,4500.0,2800,2012
600270,36,Chargedoff,0.18316,0.1469,0.1369,8,Other,NY,Other,Employed,253,1,21,20,1,0.0,1500.0,3000,2012
564767,60,Chargedoff,0.2968,0.2705,0.2605,5,Home Improvement,PA,Other,Employed,0,1,9,8,1,0.0,6500.0,10000,2012
550282,36,Completed,0.17359,0.1449,0.1349,6,Debt Consolidation,WI,Professional,Employed,0,2,43,43,0,0.0,8000.0,9000,2012
598886,36,Completed,0.07821,0.0649,0.0549,10,Vacation,MO,Computer Programmer,Full-time,0,4,78,78,0,0.0,28434.6,3000,2012
611200,36,Completed,0.18316,0.1469,0.1369,6,Household Expenses,VA,Computer Programmer,Employed,0,1,22,22,0,0.0,6500.0,4000,2012
506207,36,Completed,0.27467,0.2399,0.2299,2,Other,NC,Food Service Management,Self-employed,769,2,70,70,0,0.0,17000.0,6000,2011
724321,60,Current,0.14453,0.1219,0.1119,10,Business,FL,Professional,Full-time,0,2,38,38,0,0.0,6500.0,8000,2013
606969,60,Chargedoff,0.24702,0.222,0.212,4,Vacation,TX,Flight Attendant,Employed,0,1,1,1,0,0.0,6500.0,8000,2012
505270,36,Chargedoff,0.25424,0.2199,0.2099,4,Business,CA,Student - Community College,Employed,0,2,23,15,7,1.0,15000.0,7500,2011
994437,60,Current,0.22908,0.2045,0.1945,4,Vacation,HI,Other,Employed,0,1,17,17,0,0.0,10000.0,10000,2013
543897,36,Completed,0.24983,0.2121,0.2021,4,Auto,TX,Other,Full-time,0,1,33,33,0,0.0,7000.0,5000,2011
559809,36,Defaulted,0.17359,0.1449,0.1349,6,Debt Consolidation,NC,Accountant/CPA,Employed,0,1,5,5,0,0.0,2700.0,10000,2012
563678,36,Completed,0.33973,0.2999,0.2899,1,Debt Consolidation,GA,Other,Employed,0,1,21,17,4,0.0,1000.0,4000,2012
772282,60,Current,0.21566,0.1914,0.1814,6,Home Improvement,HI,Social Worker,Employed,118,1,11,11,0,0.0,15000.0,5000,2013
1016680,36,Past Due (1-15 days),0.34588,0.3059,0.2959,2,Debt Consolidation,MO,Other,Employed,192,1,19,19,0,0.0,7000.0,4000,2014
637291,36,Completed,0.23121,0.1939,0.1839,5,Debt Consolidation,OH,Professional,Employed,0,4,59,58,1,0.0,20626.0,15000,2012
510302,36,Chargedoff,0.34621,0.3099,0.2999,3,Home Improvement,WV,Teacher,Employed,1247,2,45,45,0,0.0,6000.0,7500,2011
844041,60,Current,0.16499,0.1419,0.1319,10,Debt Consolidation,NY,Retail Management,Employed,0,2,21,21,0,0.0,6500.0,5000,2013
681941,60,Completed,0.34408,0.3165,0.3065,2,Auto,NJ,Truck Driver,Employed,0,1,23,23,0,0.0,3500.0,2500,2012
650951,60,Current,0.19907,0.1752,0.1652,6,Other,TX,Nurse (RN),Employed,0,4,90,90,0,0.0,22000.0,5000,2012
587858,60,Current,0.24702,0.222,0.212,3,Debt Consolidation,TX,Sales - Commission,Employed,0,2,37,37,0,0.0,15610.0,7000,2012
695573,36,Current,0.2353,0.1979,0.1879,8,Debt Consolidation,CA,Other,Employed,0,1,8,8,0,0.0,2300.0,5000,2013
795990,36,Current,0.24758,0.2099,0.1999,2,Debt Consolidation,FL,Civil Service,Employed,0,1,24,24,0,0.0,15000.0,10000,2013
643657,36,Completed,0.21025,0.1734,0.1634,5,Auto,IL,Police Officer/Correction Officer,Full-time,0,1,9,9,0,0.0,4000.0,3000,2012
642229,36,Current,0.2706,0.2324,0.2224,5,Debt Consolidation,CA,Administrative Assistant,Employed,0,1,25,25,0,0.0,3000.0,4000,2012
821350,36,Current,0.20462,0.1679,0.1579,4,Medical/Dental,SC,Analyst,Employed,143,2,24,23,1,0.0,12850.0,4000,2013
461444,36,Defaulted,0.37453,0.35,0.34,5,Debt Consolidation,MS,Sales - Retail,Full-time,0,1,22,22,0,0.0,3000.0,3500,2010
511826,36,Completed,0.27467,0.2399,0.2299,6,Business,IL,Police Officer/Correction Officer,Employed,7078,1,35,26,9,0.0,7500.0,6000,2011
652588,36,Completed,0.27285,0.2346,0.2246,3,Medical/Dental,NY,Retail Management,Employed,0,1,22,22,0,0.0,1500.0,2000,2012
452394,36,Chargedoff,0.29588,0.2725,0.2625,7,Other,TX,Other,Full-time,0,1,0,0,0,0.0,3000.0,5000,2010
450066,36,Completed,0.25633,0.2335,0.2235,8,Debt Consolidation,OR,Executive,Full-time,0,2,49,49,0,0.0,30000.0,12000,2010
854330,36,Current,0.20053,0.1639,0.1539,6,Auto,OH,Pharmacist,Employed,691,1,10,10,0,0.0,4000.0,7500,2013
524988,36,Current,0.34887,0.3125,0.3025,2,Debt Consolidation,MI,Civil Service,Full-time,200,1,30,16,14,0.0,10000.0,4000,2011
626028,36,Current,0.15324,0.1249,0.1149,6,Auto,CT,Sales - Retail,Employed,0,1,12,12,0,0.0,2500.0,8000,2012
1187257,60,Current,0.19553,0.1715,0.1615,7,Home Improvement,MO,Other,Employed,0,2,44,44,0,0.0,3200.0,10000,2014
505471,60,Completed,0.22207,0.1999,0.1899,5,Other,VA,Tradesman - Electrician,Employed,0,2,28,28,0,0.0,17500.0,15000,2011
567976,36,Defaulted,0.22456,0.1874,0.1774,2,Business,GA,Executive,Employed,0,3,70,70,0,0.0,25750.0,15000,2012
656373,60,Current,0.28848,0.2624,0.2524,3,Home Improvement,CA,Other,Full-time,64587,3,60,59,1,0.0,4500.0,3000,2012
810845,36,Completed,0.24758,0.2099,0.1999,10,Debt Consolidation,IL,Other,Employed,0,1,7,7,0,0.0,10000.0,15000,2013
1019514,36,Current,0.09,0.0766,0.0666,11,Other,CA,Computer Programmer,Employed,0,5,113,87,26,0.0,40000.0,19500,2013
539232,12,Completed,0.14877,0.0724,0.0624,9,Home Improvement,NC,Accountant/CPA,Full-time,0,1,2,2,0,0.0,1000.0,2000,2011
1187684,36,Current,0.2317,0.194,0.184,6,Debt Consolidation,FL,Computer Programmer,Employed,0,1,20,20,0,0.0,15000.0,25000,2014
770163,36,Current,0.25371,0.2159,0.2059,4,Home Improvement,IL,Nurse (RN),Employed,0,2,17,17,0,0.0,23000.0,15000,2013
633471,36,Completed,0.2706,0.2324,0.2224,3,Household Expenses,GA,Other,Employed,0,1,9,9,0,0.0,7000.0,2000,2012
630844,60,Chargedoff,0.35838,0.3304,0.3204,3,Debt Consolidation,MS,Other,Other,3114,2,34,34,0,0.0,12000.0,4000,2012
446225,36,Completed,0.10645,0.103,0.093,8,Business,NM,Teacher,Full-time,0,1,14,14,0,0.0,5000.0,15000,2010
504924,36,Completed,0.25424,0.2199,0.2099,4,Auto,IL,Food Service,Employed,0,1,10,10,0,0.0,1000.0,3500,2011
1152121,36,Current,0.11599,0.0879,0.0779,10,Debt Consolidation,FL,Retail Management,Employed,0,1,14,14,0,0.0,6000.0,10000,2014
652957,60,Current,0.2816,0.2557,0.2457,4,Debt Consolidation,MI,Professional,Full-time,0,2,23,21,2,0.0,4369.02,3500,2012
937408,36,Current,0.13799,0.1099,0.0999,9,Debt Consolidation,OH,Computer Programmer,Employed,0,1,13,13,0,0.0,7500.0,2500,2013
613402,60,Completed,0.24702,0.222,0.212,4,Household Expenses,MN,Professional,Full-time,0,1,6,6,0,0.0,3000.0,4000,2012
465994,36,Completed,0.2021,0.18,0.17,8,Debt Consolidation,AL,Other,Full-time,0,2,17,17,0,0.0,7000.0,2800,2010
635416,60,Chargedoff,0.24302,0.2181,0.2081,4,Medical/Dental,VA,Other,Employed,0,1,7,7,0,0.0,15000.0,10959,2012
582890,60,Current,0.28704,0.261,0.251,4,Medical/Dental,CA,Food Service,Employed,0,4,74,72,2,0.0,18500.0,7000,2012
494636,36,Completed,0.25424,0.2199,0.2099,7,Debt Consolidation,CO,Other,Full-time,0,1,13,13,0,0.0,2000.0,7500,2011
601844,60,Current,0.16151,0.1385,0.1285,9,Vacation,KS,Professional,Employed,0,1,18,18,0,0.0,1000.0,2000,2012
552414,60,Completed,0.20358,0.1845,0.1745,6,Debt Consolidation,FL,Attorney,Employed,0,1,8,8,0,0.0,4500.0,15000,2012
520598,36,Completed,0.34887,0.3125,0.3025,2,Other,PA,Sales - Retail,Full-time,18547,2,47,42,5,0.0,6999.0,4000,2011
876909,36,Current,0.25371,0.2159,0.2059,9,Debt Consolidation,FL,Clergy,Employed,12395,2,13,13,0,0.0,12000.0,15000,2013
717053,36,Completed,0.25781,0.2199,0.2099,6,Taxes,CA,Other,Employed,15457,1,10,10,0,0.0,2000.0,2500,2013
815513,60,Completed,0.24589,0.2209,0.2109,3,Other,FL,Administrative Assistant,Employed,0,1,6,6,0,0.0,4000.0,8600,2013
420052,36,Completed,0.12461,0.1035,0.0935,10,Debt Consolidation,CA,Other,Full-time,0,2,17,17,0,0.0,14200.0,1700,2009
677620,36,Current,0.22712,0.1899,0.1799,3,Home Improvement,MI,Skilled Labor,Employed,0,2,28,28,0,0.0,9000.0,15000,2012
568113,36,Current,0.26681,0.2287,0.2187,2,Other,MN,Administrative Assistant,Full-time,0,1,25,15,8,2.0,5000.0,2000,2012
647678,36,Current,0.33051,0.2909,0.2809,4,Debt Consolidation,NC,Executive,Employed,0,1,20,17,3,0.0,2000.0,2500,2012
847183,36,Current,0.30285,0.2639,0.2539,7,Medical/Dental,MD,Other,Employed,3001,1,23,21,2,0.0,4000.0,4000,2013
608690,36,Completed,0.12427,0.0964,0.0864,8,Home Improvement,OK,Clerical,Employed,0,1,7,7,0,0.0,2000.0,2000,2012
664305,36,Current,0.17754,0.1414,0.1314,7,Motorcycle,IL,Skilled Labor,Employed,0,1,9,9,0,0.0,3500.0,2500,2012
679658,60,Past Due (1-15 days),0.23656,0.2118,0.2018,4,Debt Consolidation,CA,Other,Self-employed,0,1,36,29,7,0.0,4500.0,5000,2012
600711,60,Current,0.24702,0.222,0.212,5,Home Improvement,AR,Social Worker,Employed,0,1,20,20,0,0.0,3000.0,9500,2012
541197,36,Completed,0.13545,0.1074,0.0974,8,Auto,FL,Other,Employed,0,1,8,8,0,0.0,5000.0,8500,2011
561644,36,Defaulted,0.11766,0.0899,0.0799,8,Vacation,VA,Professional,Employed,0,6,60,60,0,0.0,19272.0,4000,2012
529671,36,Completed,0.08331,0.0799,0.0699,10,Business,SC,Executive,Employed,0,2,24,24,0,0.0,26000.0,15000,2011
1191163,36,Current,0.2046,0.1675,0.1575,6,Medical/Dental,HI,Professional,Employed,0,2,18,18,0,0.0,9100.0,8000,2014
537912,36,Completed,0.1322,0.111,0.101,8,Debt Consolidation,UT,Other,Employed,0,1,6,6,0,0.0,7200.0,11000,2011
641943,60,Current,0.2893,0.2632,0.2532,4,Home Improvement,NJ,Other,Employed,0,3,77,77,0,0.0,5700.0,5500,2012
859154,60,Current,0.14453,0.1219,0.1119,9,Taxes,OK,Other,Employed,0,4,77,76,1,0.0,32750.0,10500,2013
1241061,36,Current,0.06726,0.0605,0.0505,11,Debt Consolidation,WI,Tradesman - Mechanic,Employed,0,3,23,23,0,0.0,25500.0,12000,2014
571869,36,Completed,0.17359,0.1449,0.1349,6,Debt Consolidation,AK,Professional,Employed,0,1,10,10,0,0.0,2000.0,5000,2012
955863,60,Current,0.22908,0.2045,0.1945,6,Medical/Dental,GA,Computer Programmer,Employed,0,3,81,81,0,0.0,12500.0,15000,2013
941940,60,Past Due (61-90 days),0.18965,0.166,0.156,11,Home Improvement,CO,Other,Employed,9185,1,15,15,0,0.0,15000.0,15000,2013
509544,36,Current,0.124,0.1029,0.0929,7,Other,CO,Professional,Employed,0,3,88,88,0,0.0,50000.0,15000,2011
460363,36,Completed,0.27569,0.25,0.24,6,Business,UT,Professional,Self-employed,0,1,28,28,0,0.0,2000.0,1500,2010
496136,36,Current,0.34887,0.3125,0.3025,4,Other,MN,Teacher,Employed,0,2,53,53,0,0.0,4001.0,3000,2011
1027482,36,Current,0.12274,0.0949,0.0849,10,Debt Consolidation,CA,Medical Technician,Employed,0,1,20,20,0,0.0,12000.0,25000,2013
639681,36,Current,0.17754,0.1414,0.1314,7,Home Improvement,IN,Administrative Assistant,Employed,11225,1,11,11,0,0.0,2500.0,3000,2012
866098,60,Current,0.26128,0.2359,0.2259,3,Debt Consolidation,CA,Retail Management,Employed,0,1,10,10,0,0.0,4000.0,5500,2013
693413,36,Completed,0.19645,0.1599,0.1499,4,Business,NY,Investor,Self-employed,0,2,19,19,0,0.0,30000.0,7000,2013
690151,36,Current,0.25781,0.2199,0.2099,2,Home Improvement,NH,Food Service Management,Employed,0,1,20,20,0,0.0,15000.0,5000,2012
587664,36,Current,0.22742,0.1902,0.1802,4,Other,IL,Construction,Self-employed,0,1,15,15,0,0.0,6500.0,7500,2012
525409,36,Completed,0.29254,0.2574,0.2474,5,Other,VA,Military Enlisted,Employed,0,1,18,18,0,0.0,1000.0,5000,2011
432638,36,Completed,0.33393,0.31,0.3,3,Debt Consolidation,FL,Sales - Retail,Full-time,3529,2,49,49,0,0.0,2250.0,3800,2009
509479,36,Current,0.27467,0.2399,0.2299,4,Debt Consolidation,GA,Administrative Assistant,Employed,0,2,41,40,1,0.0,2700.0,2500,2011
1028316,36,Current,0.13799,0.1099,0.0999,8,Debt Consolidation,VA,Nurse (LPN),Self-employed,0,1,24,24,0,0.0,4000.0,15000,2013
706813,60,Chargedoff,0.13942,0.1169,0.1069,9,Debt Consolidation,CA,Professional,Employed,0,1,1,1,0,0.0,22500.0,25000,2013
678271,60,Completed,0.19907,0.1752,0.1652,5,Household Expenses,GA,Computer Programmer,Employed,0,2,3,3,0,0.0,8300.0,7500,2012
516746,36,Completed,0.124,0.1029,0.0929,8,Debt Consolidation,FL,Engineer - Electrical,Employed,0,1,7,7,0,0.0,15000.0,11000,2011
423602,36,Completed,0.26416,0.2322,0.2222,4,Debt Consolidation,IL,Other,Full-time,587,1,23,23,0,0.0,1585.0,1200,2009
694773,36,Current,0.13697,0.1089,0.0989,10,Debt Consolidation,MO,Computer Programmer,Employed,0,4,62,62,0,0.0,25000.0,11500,2013
917594,60,Current,0.28078,0.2549,0.2449,6,Medical/Dental,VA,Military Enlisted,Employed,0,1,11,11,0,0.0,4000.0,10000,2013
574312,36,Current,0.22456,0.1874,0.1774,2,Debt Consolidation,MN,Other,Employed,0,3,78,77,1,0.0,15500.0,15000,2012
501708,36,Completed,0.18478,0.1559,0.1459,7,Other,IL,Other,Self-employed,0,1,5,5,0,0.0,5000.0,15000,2011
741345,36,Current,0.15833,0.1299,0.1199,7,Business,OH,Analyst,Employed,0,3,46,46,0,0.0,5500.0,2500,2013
456461,36,Completed,0.36489,0.3405,0.3305,6,Debt Consolidation,IL,Teacher,Full-time,0,1,33,27,6,0.0,3000.0,3000,2010
539191,60,Chargedoff,0.22029,0.2009,0.1909,6,Debt Consolidation,IL,Bus Driver,Employed,0,2,23,23,0,0.0,15000.0,15000,2011
810850,60,Current,0.14965,0.1269,0.1169,10,Business,FL,Professional,Employed,0,1,35,34,1,0.0,12000.0,15000,2013
860620,36,Current,0.20053,0.1639,0.1539,5,Medical/Dental,AZ,Other,Employed,0,1,31,31,0,0.0,2000.0,2000,2013
565451,60,Current,0.20358,0.1845,0.1745,7,Business,CA,Other,Employed,0,1,35,35,0,0.0,6000.0,10000,2012
1101001,60,Current,0.18913,0.1655,0.1555,8,Debt Consolidation,CA,Professional,Employed,0,1,10,9,1,0.0,4000.0,8000,2014
423534,36,Completed,0.37453,0.35,0.34,4,Other,NM,Professional,Full-time,678,1,24,24,0,0.0,5000.0,2000,2009
505205,36,Chargedoff,0.32576,0.2899,0.2799,1,Business,NJ,Sales - Commission,Self-employed,2250,2,44,44,0,0.0,20000.0,7500,2011
771648,36,Current,0.23939,0.2019,0.1919,2,Medical/Dental,FL,Professional,Employed,0,1,6,6,0,0.0,3500.0,2000,2013
559048,60,Completed,0.14766,0.1296,0.1196,8,Auto,IL,Police Officer/Correction Officer,Employed,0,1,31,31,0,0.0,10000.0,5000,2012
532097,36,Defaulted,0.35244,0.316,0.306,1,Auto,NY,Retail Management,Employed,0,2,16,16,0,0.0,5800.0,3500,2011
594149,36,Current,0.18316,0.1469,0.1369,6,Debt Consolidation,MN,Other,Employed,7338,1,12,12,0,0.0,5000.0,11500,2012
484175,36,Completed,0.29265,0.2575,0.2475,8,Debt Consolidation,PA,Other,Full-time,0,1,11,11,0,0.0,2500.0,2000,2010
467086,36,Completed,0.34895,0.3248,0.3148,4,Other,CO,Computer Programmer,Full-time,0,3,42,38,4,0.0,6600.0,9000,2010
1232543,60,Current,0.23498,0.21,0.2,4,Debt Consolidation,FL,Other,Employed,0,1,9,9,0,0.0,10000.0,10000,2014
485241,36,Completed,0.34631,0.31,0.3,5,Other,UT,Professional,Full-time,0,1,29,29,0,0.0,4500.0,3000,2010
861305,60,Current,0.17061,0.1474,0.1374,7,Business,NJ,Executive,Self-employed,0,2,25,25,0,0.0,32000.0,10000,2013
543793,36,Completed,0.17359,0.1449,0.1349,6,Debt Consolidation,CA,Clerical,Full-time,0,3,65,65,0,0.0,12500.0,15000,2012
573067,36,Current,0.22456,0.1874,0.1774,4,Home Improvement,MO,Professional,Employed,0,1,31,29,2,0.0,2600.0,2000,2012
991667,36,Current,0.20626,0.1695,0.1595,10,Business,TX,Administrative Assistant,Employed,0,1,27,27,0,0.0,7000.0,15000,2013
759565,36,Current,0.15833,0.1299,0.1199,7,Debt Consolidation,CA,Retail Management,Employed,0,1,9,9,0,0.0,10000.0,15000,2013
624131,36,Completed,0.21025,0.1734,0.1634,5,Other,VA,Sales - Commission,Employed,4650,4,20,17,3,0.0,9500.0,3700,2012
799937,60,Current,0.31848,0.2916,0.2816,3,Debt Consolidation,FL,Executive,Employed,158,1,14,12,2,0.0,4000.0,3500,2013
631581,36,Current,0.12528,0.0974,0.0874,8,Debt Consolidation,IN,Other,Employed,0,1,0,0,0,0.0,5000.0,4000,2012
501573,36,Completed,0.18751,0.1656,0.1556,6,Debt Consolidation,MO,Other,Employed,0,1,15,15,0,0.0,1000.0,12000,2011
703292,60,Current,0.20879,0.1847,0.1747,6,Home Improvement,IN,Other,Employed,0,1,5,5,0,0.0,10000.0,5000,2013
886633,36,Current,0.13697,0.1089,0.0989,9,Business,NC,Other,Employed,0,1,11,11,0,0.0,25000.0,13000,2013
816019,36,Current,0.15833,0.1299,0.1199,7,Medical/Dental,TX,Administrative Assistant,Employed,0,2,19,19,0,0.0,9000.0,10000,2013
587610,36,Completed,0.33973,0.2999,0.2899,1,Debt Consolidation,MO,Professional,Employed,0,1,6,6,0,0.0,7000.0,4000,2012
488456,36,Completed,0.38723,0.35,0.34,3,Other,AR,Other,Full-time,0,1,9,9,0,0.0,3100.0,3400,2010
454730,36,Completed,0.20204,0.165,0.155,8,Student Use,WA,Nurse's Aide,Full-time,4265,1,21,21,0,0.0,1000.0,1000,2010
646101,36,Past Due (61-90 days),0.33051,0.2909,0.2809,2,Medical/Dental,PA,Other,Full-time,6691,1,27,27,0,0.0,2500.0,4000,2012
561873,36,Completed,0.33973,0.2999,0.2899,1,Debt Consolidation,NV,Engineer - Electrical,Employed,0,1,6,6,0,0.0,11364.55,4000,2012
528419,36,Current,0.08331,0.0799,0.0699,10,Other,CA,Professional,Employed,0,1,6,6,0,0.0,7500.0,15000,2011
627109,60,Past Due (1-15 days),0.26159,0.2362,0.2262,5,Wedding Loans,TX,Other,Employed,0,3,52,44,7,1.0,23000.0,14850,2012
881999,36,Current,0.2878,0.2492,0.2392,7,Debt Consolidation,CA,Other,Employed,0,2,28,28,0,0.0,14000.0,9000,2013
736876,36,Current,0.2353,0.1979,0.1879,8,Household Expenses,LA,Teacher,Employed,4894,1,9,9,0,0.0,2000.0,3000,2013
486058,36,Completed,0.23784,0.2,0.19,8,Other,OR,Civil Service,Full-time,477,2,42,42,0,0.0,3000.0,1500,2010
606735,60,Current,0.35838,0.3304,0.3204,2,Other,MA,Other,Employed,0,1,33,33,0,0.0,1000.0,3000,2012
520196,36,Completed,0.27467,0.2399,0.2299,5,Other,HI,Professional,Employed,0,2,18,18,0,0.0,2000.0,3500,2011
889870,36,Current,0.30182,0.2629,0.2529,2,Business,IN,Truck Driver,Self-employed,0,1,15,15,0,0.0,4000.0,3000,2013
1252770,36,Current,0.09469,0.0809,0.0709,11,Debt Consolidation,GA,Truck Driver,Employed,0,1,9,9,0,0.0,2000.0,5000,2014
763414,36,Current,0.09837,0.0849,0.0749,10,Home Improvement,KS,Nurse (RN),Employed,0,1,2,2,0,0.0,8000.0,25000,2013
460192,36,Completed,0.37453,0.35,0.34,1,Debt Consolidation,CA,Professional,Self-employed,0,1,29,29,0,0.0,6000.0,7500,2010
694021,36,Current,0.13138,0.1034,0.0934,9,Debt Consolidation,SC,Professional,Employed,0,2,24,24,0,0.0,10300.0,3500,2013
663645,60,Current,0.23277,0.2081,0.1981,4,Debt Consolidation,AR,Retail Management,Employed,189,1,6,6,0,0.0,3000.0,10000,2012
480822,36,Completed,0.16252,0.13,0.12,5,Other,IL,Doctor,Employed,0,2,10,10,0,0.0,2000.0,2000,2010
600666,36,Completed,0.18316,0.1469,0.1369,6,Home Improvement,NC,Police Officer/Correction Officer,Employed,0,1,19,19,0,0.0,2650.0,5775,2012
691095,36,Chargedoff,0.17754,0.1414,0.1314,5,Debt Consolidation,FL,Professional,Employed,6426,1,6,6,0,0.0,4000.0,21500,2013
887116,60,Past Due (1-15 days),0.11695,0.0949,0.0849,10,Debt Consolidation,CO,Sales - Commission,Employed,0,2,43,43,0,0.0,15000.0,15000,2013
